City,VAT Catheter Measure Score,National Average VAT Catheter Measure Score,VAT Fistula Measure Score,National Average Fistula Measure Score,Vascular Access Combined Measure Score,National Average Vascular Access Combined Measure Score,Kt/V Comprehensive Measure Score,National Average Kt/V Comprehensive Measure Score,Hypercalcemia Measure Score,National Average Hypercalcemia Measure Score,NHSN Influenza Measure Score,National Average NHSN Influenza Measure Score,NHSN BSI Measure Score,National Average NHSN BSI Measure Score,NHSN Combined Measure Score,National Average NHSN Combined Measure Score,ICH CAHPS Measure Score,National Average ICH CAHPS Measure Score,Mineral Metabolism Measure Score,National Avg Mineral Metabolism Measure Score,Anemia Management Measure Score,National Average Anemia Management Measure Score,Standardized Readmission Ratio (SRR) Measure Score,National Average SRR Measure Score,Standardized Transfusion Ratio (STrR) Measure Score,National Average STrR Measure Score,Clinical Depression Screening and Follow-up Measure Score,National Average Clinical Depression Screening and Follow-up Measure Score,Pain Assessment and Follow-up Measure Score,National Average Pain Assessment and Follow-up Measure Score,Total Performance Score
FREDERICK,6.0,5.0,2.0,5.0,4.5,5.0,9.0,8.0,8.5,8.0,10.0,9.0,7.0,6.0,8.5,7.0,7.5,5.0,10.0,9.0,10.0,10.0,2.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,69.0
FREDERICKSBURG,6.0,5.0,2.5,5.0,4.5,5.0,8.0,8.0,9.5,8.0,10.0,9.0,7.5,6.0,8.5,7.0,3.5,5.0,10.0,9.0,10.0,10.0,5.5,5.0,3.5,5.0,10.0,10.0,10.0,10.0,62.5
FREEHOLD,8.0,5.0,8.0,5.0,8.0,5.0,7.0,8.0,7.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,9.0,5.0,9.0,9.0,10.0,10.0,2.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,78.0
FREEPORT,3.0,5.0,6.0,5.0,4.0,5.0,8.0,8.0,7.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,5.0,5.0,9.0,9.0,10.0,10.0,0.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,53.0
FREMONT,3.0,5.0,4.5,5.0,3.75,5.0,8.5,8.0,8.25,8.0,10.0,9.0,4.25,6.0,6.5,7.0,5.75,5.0,9.5,9.0,10.0,10.0,7.25,5.0,7.25,5.0,10.0,10.0,10.0,10.0,68.5
FRENCH CAMP,8.0,5.0,7.0,5.0,8.0,5.0,6.0,8.0,9.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,4.0,5.0,7.0,10.0,4.0,10.0,66.0
FRESH MEADOWS,7.0,5.0,9.0,5.0,8.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,85.0
FRESNO,4.14,5.0,5.43,5.0,4.57,5.0,7.14,8.0,9.0,8.0,10.0,9.0,4.29,6.0,6.57,7.0,4.14,5.0,9.0,9.0,10.0,10.0,3.86,5.0,6.57,5.0,10.0,10.0,9.86,10.0,60.43
FRISCO,7.0,5.0,0.0,5.0,4.0,5.0,10.0,8.0,8.0,8.0,0.0,9.0,1.0,6.0,5.0,7.0,7.0,5.0,9.0,9.0,10.0,10.0,4.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,62.0
FRONT ROYAL,3.0,5.0,4.0,5.0,3.0,5.0,8.0,8.0,9.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,8.0,5.0,9.0,9.0,10.0,10.0,5.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,71.0
FULLERTON,6.33,5.0,7.0,5.0,6.67,5.0,7.67,8.0,7.0,8.0,10.0,9.0,6.67,6.0,7.67,7.0,5.33,5.0,9.67,9.0,10.0,10.0,7.0,5.0,7.67,5.0,10.0,10.0,10.0,10.0,71.67
FUQUAY VARINA,4.0,5.0,4.0,5.0,4.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,9.0,5.0,9.0,9.0,9.0,10.0,7.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,78.0
GAFFNEY,9.0,5.0,7.0,5.0,8.0,5.0,9.0,8.0,8.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,10.0,5.0,10.0,9.0,10.0,10.0,9.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,90.0
GAINESVILLE,5.5,5.0,4.0,5.0,5.0,5.0,8.5,8.0,6.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,4.5,5.0,5.5,9.0,9.5,10.0,5.0,5.0,5.5,5.0,10.0,10.0,10.0,10.0,63.5
GALESBURG,2.0,5.0,2.0,5.0,2.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,9.0,6.0,9.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,67.0
GALLUP,6.0,5.0,8.0,5.0,7.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,1.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,69.0
GALVESTON,7.0,5.0,8.0,5.0,7.0,5.0,8.0,8.0,8.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,4.0,5.0,6.0,9.0,10.0,10.0,2.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,61.0
GARDEN CITY,8.5,5.0,10.0,5.0,9.0,5.0,8.5,8.0,6.5,8.0,10.0,9.0,3.5,6.0,6.5,7.0,6.5,5.0,10.0,9.0,10.0,10.0,5.5,5.0,7.5,5.0,10.0,10.0,10.0,10.0,74.5
GARDEN GROVE,4.67,5.0,5.67,5.0,5.0,5.0,8.67,8.0,10.0,8.0,10.0,9.0,5.33,6.0,7.33,7.0,3.33,5.0,9.33,9.0,10.0,10.0,3.33,5.0,2.67,5.0,10.0,10.0,10.0,10.0,59.33
GARDENA,5.0,5.0,3.5,5.0,4.5,5.0,8.0,8.0,9.0,8.0,10.0,9.0,8.5,6.0,9.0,7.0,4.0,5.0,10.0,9.0,10.0,10.0,7.5,5.0,2.5,5.0,10.0,10.0,10.0,10.0,65.5
GARDENDALE,7.0,5.0,1.0,5.0,4.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,1.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,57.0
GARFIELD HEIGHTS,9.0,5.0,5.0,5.0,7.0,5.0,9.0,8.0,6.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,10.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,81.0
GARLAND,7.33,5.0,6.0,5.0,7.0,5.0,9.67,8.0,9.0,8.0,10.0,9.0,5.0,6.0,7.33,7.0,4.67,5.0,9.33,9.0,10.0,10.0,6.33,5.0,5.33,5.0,10.0,10.0,10.0,10.0,71.67
GARY,4.0,5.0,2.5,5.0,3.5,5.0,8.5,8.0,9.5,8.0,10.0,9.0,4.0,6.0,6.5,7.0,4.0,5.0,9.5,9.0,10.0,10.0,3.5,5.0,5.0,5.0,10.0,10.0,10.0,10.0,59.0
GASTONIA,6.0,5.0,4.5,5.0,5.0,5.0,7.5,8.0,9.0,8.0,10.0,9.0,8.5,6.0,9.0,7.0,3.0,5.0,10.0,9.0,9.5,10.0,3.0,5.0,7.5,5.0,10.0,10.0,10.0,10.0,63.0
GENEVA,0.0,5.0,9.0,5.0,4.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,70.0
GEORGETOWN,5.0,5.0,3.33,5.0,4.0,5.0,8.67,8.0,9.67,8.0,10.0,9.0,8.67,6.0,9.33,7.0,5.67,5.0,7.0,9.0,10.0,10.0,1.67,5.0,8.67,5.0,10.0,10.0,10.0,10.0,68.0
GERMANTOWN,7.0,5.0,7.0,5.0,7.0,5.0,9.0,8.0,1.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,10.0,5.0,5.0,9.0,10.0,10.0,6.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,76.0
GHENT,0.0,5.0,0.0,5.0,0.0,5.0,2.0,8.0,5.0,8.0,0.0,9.0,0.0,6.0,0.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,30.0
GILBERT,6.5,5.0,9.5,5.0,8.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,5.5,6.0,7.0,7.0,6.0,5.0,10.0,9.0,9.5,10.0,7.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,75.0
GILMER,10.0,5.0,9.0,5.0,10.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,3.0,5.0,9.0,9.0,10.0,10.0,6.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,71.0
GILROY,4.0,5.0,7.0,5.0,5.0,5.0,5.0,8.0,6.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,62.0
GLADWIN,6.0,5.0,8.0,5.0,7.0,5.0,7.0,8.0,9.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,7.0,5.0,9.0,9.0,10.0,10.0,10.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,79.0
GLASGOW,3.0,5.0,5.0,5.0,4.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,1.0,6.0,5.0,7.0,2.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,59.0
GLEN BURNIE,5.5,5.0,7.0,5.0,6.0,5.0,8.0,8.0,7.0,8.0,10.0,9.0,5.5,6.0,7.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,8.5,5.0,10.0,10.0,10.0,10.0,60.5
GLENDALE,6.67,5.0,6.67,5.0,6.78,5.0,8.11,8.0,7.89,8.0,8.89,9.0,5.0,6.0,6.44,7.0,4.22,5.0,9.22,9.0,9.89,10.0,2.78,5.0,5.44,5.0,10.0,10.0,10.0,10.0,61.78
GLENDALE HEIGHTS,4.0,5.0,9.0,5.0,6.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,69.0
GLENDORA,2.0,5.0,2.5,5.0,2.5,5.0,9.5,8.0,9.5,8.0,10.0,9.0,8.0,6.0,9.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,1.5,5.0,3.5,5.0,10.0,10.0,10.0,10.0,63.0
GLENS FALLS,5.0,5.0,8.0,5.0,6.0,5.0,6.0,8.0,3.0,8.0,0.0,9.0,0.0,6.0,1.0,7.0,9.0,5.0,9.0,9.0,10.0,10.0,6.0,5.0,4.0,5.0,9.0,10.0,9.0,10.0,56.0
GLENVIEW,3.0,5.0,8.0,5.0,5.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,8.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,78.0
GLOUCESTER,2.0,5.0,6.0,5.0,4.0,5.0,8.0,8.0,10.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,71.0
GOLDSBORO,9.0,5.0,6.5,5.0,8.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,3.5,6.0,6.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,4.5,5.0,4.5,5.0,10.0,10.0,10.0,10.0,73.0
GONZALES,9.0,5.0,2.0,5.0,6.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,10.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,77.0
GOODYEAR,6.0,5.0,6.0,5.0,6.0,5.0,8.0,8.0,9.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,3.0,5.0,8.0,9.0,10.0,10.0,8.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,69.0
GOOSE CREEK,9.0,5.0,4.0,5.0,7.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,4.0,5.0,5.0,9.0,10.0,10.0,0.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,66.0
GORDONSVILLE,0.0,5.0,2.0,5.0,1.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,0.0,6.0,1.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,5.0,5.0,10.0,10.0,5.0,10.0,56.0
GOSHEN,7.0,5.0,7.0,5.0,7.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,8.0,5.0,8.0,9.0,10.0,10.0,4.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,77.0
GRANADA HILLS,0.0,5.0,2.0,5.0,1.0,5.0,4.0,8.0,9.0,8.0,0.0,9.0,8.0,6.0,9.0,7.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,64.0
GRAND BLANC,9.0,5.0,4.0,5.0,7.0,5.0,8.0,8.0,9.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,5.0,5.0,9.0,9.0,9.0,10.0,4.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,68.0
GRAND FORKS,5.0,5.0,9.0,5.0,7.0,5.0,7.0,8.0,9.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,9.0,5.0,9.0,9.0,10.0,10.0,6.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,72.0
GRAND JUNCTION,6.0,5.0,7.0,5.0,6.0,5.0,8.0,8.0,9.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,8.0,5.0,9.0,9.0,10.0,10.0,10.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,80.0
GRAND PRAIRIE,8.5,5.0,5.0,5.0,7.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,4.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,7.5,5.0,10.0,10.0,10.0,10.0,68.5
GRAND RAPIDS,2.8,5.0,6.0,5.0,4.4,5.0,8.4,8.0,8.0,8.0,10.0,9.0,5.4,6.0,7.2,7.0,3.0,5.0,8.0,9.0,9.6,10.0,3.4,5.0,6.4,5.0,10.0,10.0,10.0,10.0,59.0
GRANITE CITY,8.0,5.0,6.0,5.0,7.0,5.0,9.0,8.0,8.0,8.0,10.0,9.0,9.0,6.0,9.0,7.0,9.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,77.0
GRANTS PASS,8.0,5.0,9.0,5.0,8.0,5.0,8.0,8.0,6.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,6.0,5.0,8.0,9.0,10.0,10.0,8.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,73.0
GRAPEVINE,8.0,5.0,4.0,5.0,6.0,5.0,6.0,8.0,6.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,7.0,5.0,7.0,9.0,10.0,10.0,4.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,62.0
GREAT FALLS,3.0,5.0,2.0,5.0,3.0,5.0,8.0,8.0,8.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,2.0,5.0,10.0,9.0,10.0,10.0,10.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,66.0
GREAT NECK,9.0,5.0,9.0,5.0,9.0,5.0,8.0,8.0,9.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,0.0,5.0,5.0,9.0,10.0,10.0,5.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,59.0
GREELEY,0.0,5.0,3.0,5.0,1.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,71.0
GREEN BAY,7.33,5.0,9.33,5.0,8.33,5.0,10.0,8.0,9.67,8.0,10.0,9.0,0.33,6.0,4.33,7.0,6.33,5.0,10.0,9.0,10.0,10.0,6.33,5.0,6.0,5.0,10.0,10.0,10.0,10.0,73.67
GREENBRAE,8.0,5.0,4.0,5.0,6.0,5.0,8.0,8.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,9.0,5.0,10.0,9.0,10.0,10.0,0.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,66.0
GREENEVILLE,4.0,5.0,8.0,5.0,6.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,9.0,5.0,9.0,9.0,10.0,10.0,5.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,71.0
GREENFIELD,2.0,5.0,1.67,5.0,2.0,5.0,9.0,8.0,8.67,8.0,10.0,9.0,5.67,6.0,7.33,7.0,6.0,5.0,9.67,9.0,10.0,10.0,3.33,5.0,5.33,5.0,10.0,10.0,10.0,10.0,62.33
GREENSBORO,6.4,5.0,3.2,5.0,5.2,5.0,9.0,8.0,8.4,8.0,10.0,9.0,5.2,6.0,7.0,7.0,3.6,5.0,9.8,9.0,10.0,10.0,4.0,5.0,6.2,5.0,10.0,10.0,10.0,10.0,63.2
GREENVILLE,6.5,5.0,2.62,5.0,4.75,5.0,8.5,8.0,8.0,8.0,10.0,9.0,5.25,6.0,7.25,7.0,5.0,5.0,9.88,9.0,10.0,10.0,5.5,5.0,4.75,5.0,10.0,10.0,10.0,10.0,65.0
GREENWOOD,7.33,5.0,8.33,5.0,8.0,5.0,8.67,8.0,8.67,8.0,10.0,9.0,5.0,6.0,7.0,7.0,5.0,5.0,9.67,9.0,10.0,10.0,6.67,5.0,6.67,5.0,10.0,10.0,10.0,10.0,73.0
GREER,8.0,5.0,1.5,5.0,5.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,3.5,6.0,6.0,7.0,7.5,5.0,9.5,9.0,9.5,10.0,5.0,5.0,1.5,5.0,10.0,10.0,10.0,10.0,67.0
GRENADA,5.0,5.0,9.0,5.0,7.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,74.0
GRESHAM,8.0,5.0,3.0,5.0,6.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,67.0
GRIFFIN,9.33,5.0,10.0,5.0,9.33,5.0,8.33,8.0,7.33,8.0,6.67,9.0,0.0,6.0,4.0,7.0,5.0,5.0,9.67,9.0,10.0,10.0,4.67,5.0,6.0,5.0,10.0,10.0,10.0,10.0,65.67
GROVE CITY,8.0,5.0,10.0,5.0,9.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,83.0
GROVETOWN,10.0,5.0,3.0,5.0,7.0,5.0,6.0,8.0,8.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,7.0,5.0,8.0,9.0,10.0,10.0,6.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,67.0
GULFPORT,5.0,5.0,5.5,5.0,5.0,5.0,9.5,8.0,9.5,8.0,10.0,9.0,5.0,6.0,7.0,7.0,4.5,5.0,10.0,9.0,10.0,10.0,6.0,5.0,4.5,5.0,10.0,10.0,10.0,10.0,67.0
GUNTERSVILLE,2.0,5.0,0.0,5.0,1.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,51.0
GURNEE,4.0,5.0,6.0,5.0,5.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,66.0
HACKENSACK,8.0,5.0,5.0,5.0,7.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,77.0
HAGERSTOWN,10.0,5.0,4.5,5.0,7.5,5.0,10.0,8.0,8.5,8.0,10.0,9.0,1.5,6.0,5.0,7.0,7.5,5.0,10.0,9.0,10.0,10.0,4.0,5.0,2.5,5.0,10.0,10.0,10.0,10.0,69.0
HAINESPORT,9.0,5.0,3.0,5.0,6.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,10.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,80.0
HAMBURG,7.0,5.0,8.0,5.0,7.0,5.0,7.0,8.0,10.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,10.0,5.0,8.0,9.0,10.0,10.0,5.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,74.0
HAMILTON,1.0,5.0,1.0,5.0,1.0,5.0,9.0,8.0,7.0,8.0,10.0,9.0,7.5,6.0,8.5,7.0,6.0,5.0,9.5,9.0,10.0,10.0,3.0,5.0,8.5,5.0,10.0,10.0,10.0,10.0,64.0
HAMLET,8.0,5.0,3.0,5.0,6.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,9.0,6.0,9.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,73.0
HAMMOND,4.25,5.0,3.0,5.0,3.5,5.0,8.0,8.0,9.5,8.0,10.0,9.0,6.25,6.0,7.75,7.0,5.25,5.0,9.5,9.0,10.0,10.0,3.0,5.0,3.25,5.0,10.0,10.0,10.0,10.0,60.5
HAMMONTON,9.0,5.0,2.0,5.0,6.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,10.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,78.0
HAMPTON,6.33,5.0,3.67,5.0,5.0,5.0,7.33,8.0,6.33,8.0,10.0,9.0,3.0,6.0,5.67,7.0,2.33,5.0,9.0,9.0,10.0,10.0,3.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,55.0
HANFORD,5.0,5.0,6.0,5.0,5.0,5.0,7.5,8.0,8.5,8.0,10.0,9.0,4.5,6.0,6.5,7.0,3.5,5.0,9.0,9.0,10.0,10.0,4.5,5.0,1.5,5.0,10.0,10.0,10.0,10.0,56.0
HANOVER,5.0,5.0,6.0,5.0,5.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,4.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,59.0
HAPEVILLE,0.0,5.0,3.0,5.0,1.0,5.0,8.0,8.0,0.0,8.0,0.0,9.0,8.0,6.0,9.0,7.0,0.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,0.0,5.0,10.0,10.0,6.0,10.0,40.0
HARBOR CITY,9.0,5.0,10.0,5.0,9.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,9.0,6.0,9.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,8.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,78.0
HARLINGEN,3.5,5.0,3.0,5.0,3.0,5.0,9.0,8.0,8.0,8.0,10.0,9.0,2.5,6.0,5.5,7.0,6.0,5.0,10.0,9.0,10.0,10.0,5.5,5.0,7.5,5.0,10.0,10.0,10.0,10.0,65.5
HARPER WOODS,9.0,5.0,1.0,5.0,5.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,4.0,5.0,10.0,9.0,10.0,10.0,0.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,53.0
HARRISBURG,1.33,5.0,2.33,5.0,1.67,5.0,7.67,8.0,8.33,8.0,10.0,9.0,4.67,6.0,7.0,7.0,3.67,5.0,9.67,9.0,9.67,10.0,5.33,5.0,2.33,5.0,10.0,10.0,10.0,10.0,54.33
HARRISON,5.5,5.0,6.5,5.0,6.0,5.0,9.5,8.0,9.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,3.5,5.0,7.5,5.0,10.0,10.0,10.0,10.0,74.0
HARRISONBURG,5.0,5.0,6.0,5.0,5.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,61.0
HARTFORD,5.0,5.0,3.0,5.0,4.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,1.0,6.0,5.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,63.0
HARVEY,7.0,5.0,4.0,5.0,6.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,6.0,5.0,9.0,9.0,10.0,10.0,4.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,64.0
HASTINGS,2.0,5.0,7.0,5.0,4.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,68.0
HATTIESBURG,8.5,5.0,7.5,5.0,8.5,5.0,8.5,8.0,9.5,8.0,10.0,9.0,6.5,6.0,8.0,7.0,2.0,5.0,9.0,9.0,10.0,10.0,2.0,5.0,0.5,5.0,10.0,10.0,10.0,10.0,58.5
HAUPPAUGE,5.0,5.0,4.0,5.0,5.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,3.0,5.0,9.0,9.0,10.0,10.0,2.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,66.0
HAWAIIAN GARDENS,6.0,5.0,10.0,5.0,8.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,10.0,5.0,9.0,9.0,10.0,10.0,0.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,75.0
HAWKINSVILLE,10.0,5.0,2.0,5.0,6.0,5.0,7.0,8.0,10.0,8.0,10.0,9.0,0.0,6.0,4.0,7.0,5.0,5.0,10.0,9.0,9.0,10.0,9.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,65.0
HAWTHORNE,7.5,5.0,4.5,5.0,6.5,5.0,8.0,8.0,6.5,8.0,10.0,9.0,5.5,6.0,7.5,7.0,8.5,5.0,10.0,9.0,10.0,10.0,3.5,5.0,5.5,5.0,10.0,10.0,10.0,10.0,71.5
HAYWARD,6.0,5.0,4.5,5.0,5.0,5.0,7.5,8.0,8.5,8.0,10.0,9.0,5.5,6.0,7.5,7.0,4.0,5.0,8.5,9.0,10.0,10.0,7.0,5.0,8.0,5.0,9.5,10.0,9.5,10.0,67.5
